30.23590912,-97.79513958
30.26910295,-97.74939537
30.25573099,-97.76338577
30.26341812,-97.75759667
30.27429186,-97.74052262
30.2615994,-97.7585806
30.26790958,-97.74931242
30.28112041,-97.74521112
30.23164972,-97.80017142
30.24536132,-97.77909278
30.24485972,-97.75716305
30.2558144,-97.76341796
30.26433627,-97.74104613
30.2379105,-97.79996073
30.23137457,-97.79745475
30.25061798,-97.76589966
30.244761,-97.74896103
30.26540569,-97.74779141
30.24646077,-97.75078818
30.2698105,-97.74897025
30.26377477,-97.77065992
30.23421407,-97.75757073
30.26689064,-97.74568588
30.2686964,-97.7456148
30.26485415,-97.74384538
30.25099397,-97.74896622
30.26623967,-97.7459085
30.27073378,-97.753703
30.20155733,-97.66712666
30.27021141,-97.74971321
30.24936408,-97.74947047
30.24506613,-97.75152633
30.26429772,-97.73298025
30.27203101,-97.75411069
30.25104621,-97.74932429
30.26906589,-97.74567246
30.24990933,-97.74953197
30.25153462,-97.74902632
30.25103148,-97.754092
30.25414147,-97.76231722
30.25414348,-97.76233207
30.26406815,-97.76726013
30.25067549,-97.74953485
30.2630101,-97.72508165
30.2697678,-97.74826616
30.26271837,-97.75037169
30.25457813,-97.769175
30.28355245,-97.72256792
30.27055195,-97.74830663
30.26388597,-97.73797989
30.26175155,-97.76181408
30.27253137,-97.75362253
30.26280055,-97.72506842
30.26246207,-97.76237153
30.27948623,-97.75996477
30.21386119,-97.76941538
30.24892385,-97.74962604
30.28524081,-97.72734651
30.26705975,-97.74454057
30.27988816,-97.71981597
30.26946433,-97.74991035
30.28877301,-97.72850096
30.26957553,-97.74951339
30.28834222,-97.72876918
30.28380259,-97.72057503
30.26382111,-97.76336432
30.27008516,-97.73605406
30.27243707,-97.75576407
30.27579145,-97.75257192
30.262506,-97.7539873
30.27268767,-97.739439
30.27383321,-97.7404958
30.2739166,-97.7408123
30.27418994,-97.74049044
30.27310816,-97.74078816
30.27317997,-97.74104297
30.25861503,-97.72877335
30.26493593,-97.73093057
30.24444264,-97.75194883
30.2648497,-97.7312851
30.28784998,-97.74809278
30.26381492,-97.728796
30.26667519,-97.74547935
30.26803734,-97.74932027
30.26890604,-97.72827472
30.26242183,-97.72434354
30.26935314,-97.72953629
30.26851918,-97.73617744
30.26766669,-97.77093887
30.26760183,-97.74421334
30.26385355,-97.74406192
30.26904736,-97.74324775
30.25533713,-97.76266694
30.26060625,-97.72798276
30.26332071,-97.73125291
30.26379,-97.7248
30.26868775,-97.74555595
30.26906589,-97.74567246
30.26674932,-97.74982452
30.26711998,-97.74983525
30.26554503,-97.74841837
30.26505247,-97.74827983
30.26478483,-97.74732471
30.2648219,-97.74849415
30.26547045,-97.748319
30.2658322,-97.7481242
30.26509063,-97.74755001
30.26414081,-97.7414453
30.27765235,-97.75141817
30.26903809,-97.77117491
30.26744127,-97.74731397
30.26238798,-97.76158332
30.26887893,-97.73611307
30.2721083,-97.75295733
30.26494005,-97.74502337
30.27805208,-97.77145385
30.26705511,-97.75778532
30.28618824,-97.73933172
30.23695343,-97.74945974
30.24906982,-97.75004715
30.26351531,-97.74016857
30.26529449,-97.73854852
30.26360797,-97.73956776
30.268471,-97.744632
30.26434004,-97.74138093
30.26219943,-97.73909569
30.26669373,-97.74354815
30.27019635,-97.73404241
30.28939372,-97.74116635
30.26697413,-97.7448628
30.26351531,-97.74016857
30.26825973,-97.74295807
30.27174353,-97.74512528
30.262253,-97.72942
30.26198028,-97.7295041
30.2579169,-97.7392942
30.25801062,-97.73973942
30.26351531,-97.74016857
30.26414842,-97.73928627
30.26351531,-97.74016857
30.26601022,-97.74224592
30.26545202,-97.7384305
30.2681022,-97.73666829
30.2665918,-97.73674607
30.27058076,-97.7521066
30.26360797,-97.73956776
30.26515953,-97.74007142
30.26559102,-97.74043679
30.26508005,-97.73975763
30.26501902,-97.73988643
30.26372953,-97.73919157
30.26501046,-97.73985444
30.26468227,-97.73994542
30.26481602,-97.74031778
30.26541496,-97.74016857
30.26601555,-97.73979615
30.26545202,-97.7384305
30.26528523,-97.73822665
30.26489604,-97.73788561
30.26494237,-97.73715377
30.27332823,-97.73275495
30.26674006,-97.73908496
30.26596563,-97.73876203
